-2.00000E-01, 0.00000E+00,-1.00000E-01, 1.76931E-09, 1.67613E-27, 5.14929E-10
-2.00000E-01, 0.00000E+00,-9.89950E-02, 1.77082E-09, 1.06275E-25, 5.32829E-10
-2.00000E-01, 0.00000E+00,-9.79899E-02, 1.77206E-09, 1.01250E-25, 5.50907E-10
-2.00000E-01, 0.00000E+00,-9.69849E-02, 1.77301E-09, 3.53002E-25, 5.69160E-10
-2.00000E-01, 0.00000E+00,-9.59799E-02, 1.77366E-09, 2.14400E-25, 5.87587E-10
-2.00000E-01, 0.00000E+00,-9.49749E-02, 1.77401E-09, 7.86259E-26, 6.06183E-10
-2.00000E-01, 0.00000E+00,-9.39698E-02, 1.77406E-09, 8.33896E-25, 6.24946E-10
-2.00000E-01, 0.00000E+00,-9.29648E-02, 1.77379E-09, 2.70142E-25, 6.43872E-10
-2.00000E-01, 0.00000E+00,-9.19598E-02, 1.77320E-09, 4.30880E-25, 6.62958E-10
-2.00000E-01, 0.00000E+00,-9.09548E-02, 1.77229E-09, 2.70218E-25, 6.82200E-10
-2.00000E-01, 0.00000E+00,-8.99497E-02, 1.77104E-09, 2.51923E-25, 7.01594E-10
-2.00000E-01, 0.00000E+00,-8.89447E-02, 1.76946E-09, 3.37053E-25, 7.21136E-10
-2.00000E-01, 0.00000E+00,-8.79397E-02, 1.76753E-09, 2.23774E-25, 7.40822E-10
-2.00000E-01, 0.00000E+00,-8.69347E-02, 1.76525E-09, 5.92136E-26, 7.60648E-10
-2.00000E-01, 0.00000E+00,-8.59296E-02, 1.76262E-09, 1.50894E-26, 7.80607E-10
-2.00000E-01, 0.00000E+00,-8.49246E-02, 1.75962E-09, 2.89512E-25, 8.00697E-10
-2.00000E-01, 0.00000E+00,-8.39196E-02, 1.75626E-09, 3.14150E-25, 8.20911E-10
-2.00000E-01, 0.00000E+00,-8.29146E-02, 1.75252E-09, 3.10042E-25, 8.41245E-10
-2.00000E-01, 0.00000E+00,-8.19095E-02, 1.74840E-09, 9.34396E-25, 8.61693E-10
-2.00000E-01, 0.00000E+00,-8.09045E-02, 1.74389E-09, 9.50191E-26, 8.82249E-10
-2.00000E-01, 0.00000E+00,-7.98995E-02, 1.73900E-09, 3.77101E-25, 9.02907E-10
-2.00000E-01, 0.00000E+00,-7.88945E-02, 1.73371E-09, 2.35240E-25, 9.23662E-10
-2.00000E-01, 0.00000E+00,-7.78894E-02, 1.72801E-09, 8.41965E-26, 9.44508E-10
-2.00000E-01, 0.00000E+00,-7.68844E-02, 1.72191E-09, 2.18519E-25, 9.65437E-10
-2.00000E-01, 0.00000E+00,-7.58794E-02, 1.71540E-09, 1.57629E-25, 9.86443E-10
